keya,keyb,disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,new,change,changetype_1,changetype_2,cluster
345-1998,211-1998,4137,4137,345,YUG,211,BEL,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,2,0,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,7,16,65,49,65,0,0,0,0,cluster2
345-1999,211-1999,4137,4137,345,YUG,211,BEL,1999,11,6,1998,10,6,1999,2,2,5,19,4,0,24,1,0,0,2,5,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,2,162,366,16,7,16,65,49,65,0,0,0,0,cluster2
212-1998,345-1998,4137,4137,212,LUX,345,YUG,1998,11,6,1998,20,3,1999,0,0,0,10,3,0,24,1,1,1,2,0,10,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,8,8,0,20,20,65,0,0,0,0,cluster3
212-1999,345-1999,4137,4137,212,LUX,345,YUG,1999,11,6,1998,20,3,1999,1,2,0,10,3,0,24,1,1,1,2,0,10,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,8,8,0,20,20,65,0,0,0,0,cluster3
345-1998,212-1998,4137,4137,345,YUG,212,LUX,1998,11,6,1998,20,3,1999,0,0,0,10,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,10,3,0,3,2,3,1,0,1,204,204,8,0,8,20,65,20,0,0,0,0,cluster2
345-1999,212-1999,4137,4137,345,YUG,212,LUX,1999,11,6,1998,20,3,1999,2,2,0,10,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,10,3,0,3,2,3,1,0,1,204,204,8,0,8,20,65,20,0,0,0,0,cluster2
220-1998,345-1998,4137,4137,220,FRN,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,5,7,3,1,2,3,1,3,0,1,204,204,16,16,7,65,65,49,0,0,0,0,cluster3
220-1999,345-1999,4137,4137,220,FRN,345,YUG,1999,11,6,1998,10,6,1999,1,2,5,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,5,7,3,1,2,3,1,3,0,1,204,204,16,16,7,65,65,49,0,0,0,0,cluster3
345-1998,220-1998,4137,4137,345,YUG,220,FRN,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,5,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,7,16,65,49,65,0,0,0,0,cluster2
345-1999,220-1999,4137,4137,345,YUG,220,FRN,1999,11,6,1998,10,6,1999,2,2,5,19,4,0,24,1,0,0,0,5,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,7,16,65,49,65,0,0,0,0,cluster2
230-1998,345-1998,4137,4137,230,SPN,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,16,16,0,65,65,75,0,0,0,0,cluster3
230-1999,345-1999,4137,4137,230,SPN,345,YUG,1999,11,6,1998,10,6,1999,1,2,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,16,16,0,65,65,75,0,0,0,0,cluster3
345-1998,230-1998,4137,4137,345,YUG,230,SPN,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,0,1,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,0,16,65,49,65,0,0,0,0,cluster2
345-1999,230-1999,4137,4137,345,YUG,230,SPN,1999,11,6,1998,10,6,1999,2,2,0,19,4,0,24,1,0,0,0,0,0,1,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,0,16,65,0,65,0,0,0,0,cluster2
235-1998,345-1998,4137,4137,235,POR,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,16,16,0,65,65,82,0,0,0,0,cluster3
235-1999,345-1999,4137,4137,235,POR,345,YUG,1999,11,6,1998,10,6,1999,1,2,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,16,16,0,65,65,0,0,0,0,0,cluster3
345-1998,235-1998,4137,4137,345,YUG,235,POR,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,0,1,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,0,16,65,49,65,0,0,0,0,cluster2
345-1999,235-1999,4137,4137,345,YUG,235,POR,1999,11,6,1998,10,6,1999,2,2,0,19,4,0,24,1,0,0,0,0,0,1,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,0,16,65,0,65,0,0,0,0,cluster2
255-1998,345-1998,4137,4137,255,GMY,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,12,3,1,2,3,1,3,0,1,204,204,16,16,10,65,65,82,0,0,0,0,cluster3
255-1999,345-1999,4137,4137,255,GMY,345,YUG,1999,11,6,1998,10,6,1999,1,2,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,12,3,1,2,3,1,3,0,1,204,204,16,16,10,65,65,82,0,0,0,0,cluster3
345-1998,255-1998,4137,4137,345,YUG,255,GMY,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,12,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,10,16,65,82,65,0,0,0,0,cluster2
345-1999,255-1999,4137,4137,345,YUG,255,GMY,1999,11,6,1998,10,6,1999,2,2,0,19,4,0,24,1,0,0,0,0,12,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,10,16,65,82,65,0,0,0,0,cluster2
290-1999,345-1999,4137,4137,290,POL,345,YUG,1999,9,3,1999,20,3,1999,1,2,0,7,3,0,24,1,1,1,2,0,7,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,12,12,7,7,0,49,49,0,0,0,0,0,cluster3
345-1999,290-1999,4137,4137,345,YUG,290,POL,1999,9,3,1999,20,3,1999,2,2,0,7,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,7,3,0,3,2,3,1,0,1,12,12,7,0,7,49,0,49,0,0,0,0,cluster2
310-1999,345-1999,4137,4137,310,HUN,345,YUG,1999,9,3,1999,20,3,1999,1,2,0,7,3,0,24,1,1,1,2,0,7,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,12,12,7,7,0,49,49,0,0,0,0,0,cluster3
345-1999,310-1999,4137,4137,345,YUG,310,HUN,1999,9,3,1999,20,3,1999,2,2,0,7,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,7,3,0,3,2,3,1,0,1,12,12,7,0,7,49,0,49,0,0,0,0,cluster2
316-1999,345-1999,4137,4137,316,CZR,345,YUG,1999,9,3,1999,20,3,1999,1,2,0,7,3,0,24,1,1,1,2,0,7,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,12,12,7,7,0,49,49,49,0,0,0,0,cluster3
345-1999,316-1999,4137,4137,345,YUG,316,CZR,1999,9,3,1999,20,3,1999,2,2,0,7,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,7,3,0,3,2,3,1,0,1,12,12,7,0,7,49,49,49,0,0,0,0,cluster2
325-1998,345-1998,4137,4137,325,ITA,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,7,3,1,2,3,1,3,0,1,204,204,16,16,7,65,65,49,0,0,0,0,cluster3
325-1999,345-1999,4137,4137,325,ITA,345,YUG,1999,11,6,1998,10,6,1999,1,2,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,7,3,1,2,3,1,3,0,2,162,366,16,16,7,65,65,49,0,0,0,0,cluster3
345-1998,325-1998,4137,4137,345,YUG,325,ITA,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,7,16,65,49,65,0,0,0,0,cluster2
345-1999,325-1999,4137,4137,345,YUG,325,ITA,1999,11,6,1998,10,6,1999,2,2,0,19,4,0,24,1,0,0,0,0,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,2,162,366,16,7,16,65,49,65,0,0,0,0,cluster2
339-1998,345-1998,4137,4137,339,ALB,345,YUG,1998,1,2,1998,10,6,1999,0,0,0,18,4,0,24,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,334,334,17,17,17,75,75,75,0,1,0,0,cluster3
339-1999,345-1999,4137,4137,339,ALB,345,YUG,1999,1,2,1998,10,6,1999,1,2,0,18,4,0,24,1,1,1,2,9,18,4,1,0,0,0,9,18,4,1,1,3,1,3,0,2,162,496,17,17,17,75,75,75,0,1,0,0,cluster3
345-1998,339-1998,4137,4137,345,YUG,339,ALB,1998,1,2,1998,10,6,1999,0,0,0,18,4,0,24,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,334,334,17,17,17,75,75,75,0,1,0,0,cluster2
345-1999,339-1999,4137,4137,345,YUG,339,ALB,1999,1,2,1998,10,6,1999,2,2,0,18,4,0,24,1,0,0,0,9,18,4,1,1,1,2,9,18,4,1,3,1,3,1,0,2,162,496,17,17,17,75,75,75,0,1,0,0,cluster2
343-1998,345-1998,4137,4137,343,MAC,345,YUG,1998,1,3,1998,10,6,1999,0,0,0,13,3,0,24,1,1,1,2,0,13,3,0,0,0,0,0,13,3,1,2,3,1,3,0,1,306,306,11,11,11,49,49,49,0,0,0,0,cluster3
343-1999,345-1999,4137,4137,343,MAC,345,YUG,1999,1,3,1998,10,6,1999,1,2,0,13,3,0,24,1,1,1,2,0,13,3,0,0,0,0,0,13,3,1,2,3,1,3,0,2,162,468,11,11,11,49,49,49,0,0,0,0,cluster3
345-1998,343-1998,4137,4137,345,YUG,343,MAC,1998,1,3,1998,10,6,1999,0,0,0,13,3,0,24,1,0,0,0,0,13,3,1,1,1,2,0,13,3,0,3,2,3,1,0,1,306,306,11,11,11,49,49,49,0,0,0,0,cluster2
345-1999,343-1999,4137,4137,345,YUG,343,MAC,1999,1,3,1998,10,6,1999,2,2,0,13,3,0,24,1,0,0,0,0,13,3,1,1,1,2,0,13,3,0,3,2,3,1,0,2,162,468,11,11,11,49,49,49,0,0,0,0,cluster2
345-1998,350-1998,4137,4137,345,YUG,350,GRC,1998,11,6,1998,10,6,1999,0,0,0,10,3,0,24,1,0,0,0,0,10,3,1,1,1,2,0,7,3,0,3,2,3,1,0,1,204,204,8,8,7,20,20,49,0,0,0,0,cluster2
345-1999,350-1999,4137,4137,345,YUG,350,GRC,1999,11,6,1998,10,6,1999,2,2,0,10,3,0,24,1,0,0,0,0,10,3,1,1,1,2,0,7,3,0,3,2,3,1,0,2,162,366,8,8,7,20,20,49,0,0,0,0,cluster2
350-1998,345-1998,4137,4137,350,GRC,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,10,3,0,24,1,1,1,2,0,7,3,0,0,0,0,0,10,3,1,2,3,1,3,0,1,204,204,8,7,8,20,49,20,0,0,0,0,cluster3
350-1999,345-1999,4137,4137,350,GRC,345,YUG,1999,11,6,1998,10,6,1999,1,2,0,10,3,0,24,1,1,1,2,0,7,3,0,0,0,0,0,10,3,1,2,3,1,3,0,2,162,366,8,7,8,20,49,20,0,0,0,0,cluster3
345-1998,365-1998,4137,4137,345,YUG,365,RUS,1998,17,8,1998,26,8,1998,8,4,0,7,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,7,3,0,3,2,3,1,0,1,10,10,7,0,7,49,65,49,0,0,0,0,cluster2
365-1998,345-1998,4137,4137,365,RUS,345,YUG,1998,17,8,1998,26,8,1998,8,4,0,7,3,0,24,1,1,1,2,0,7,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,10,10,7,7,0,49,49,65,0,0,0,0,cluster3
345-1998,368-1998,4137,4137,345,YUG,368,LIT,1998,17,8,1998,26,8,1998,8,4,0,7,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,7,3,0,3,2,3,1,0,1,10,10,7,0,7,49,65,49,0,0,0,0,cluster2
368-1998,345-1998,4137,4137,368,LIT,345,YUG,1998,17,8,1998,26,8,1998,8,4,0,7,3,0,24,1,1,1,2,0,7,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,10,10,7,7,0,49,49,65,0,0,0,0,cluster3
345-1998,385-1998,4137,4137,345,YUG,385,NOR,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,0,1,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,0,16,65,75,65,0,0,0,0,cluster2
345-1999,385-1999,4137,4137,345,YUG,385,NOR,1999,11,6,1998,10,6,1999,2,2,0,19,4,0,24,1,0,0,0,0,0,1,1,1,1,2,0,19,4,0,3,2,3,1,0,2,162,366,16,0,16,65,0,65,0,0,0,0,cluster2
385-1998,345-1998,4137,4137,385,NOR,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,16,16,0,65,65,75,0,0,0,0,cluster3
385-1999,345-1999,4137,4137,385,NOR,345,YUG,1999,11,6,1998,10,6,1999,1,2,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,0,1,1,2,3,1,3,0,2,162,366,16,16,0,65,65,75,0,0,0,0,cluster3
345-1998,390-1998,4137,4137,345,YUG,390,DEN,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,0,1,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,0,16,65,75,65,0,0,0,0,cluster2
345-1999,390-1999,4137,4137,345,YUG,390,DEN,1999,11,6,1998,10,6,1999,2,2,0,19,4,0,24,1,0,0,0,0,0,1,1,1,1,2,0,19,4,0,3,2,3,1,0,2,162,366,16,0,16,65,75,65,0,0,0,0,cluster2
390-1998,345-1998,4137,4137,390,DEN,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,16,16,0,65,65,75,0,0,0,0,cluster3
390-1999,345-1999,4137,4137,390,DEN,345,YUG,1999,11,6,1998,10,6,1999,1,2,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,0,1,1,2,3,1,3,0,2,162,366,16,16,0,65,65,75,0,0,0,0,cluster3
345-1998,395-1998,4137,4137,345,YUG,395,ICE,1998,11,6,1998,20,3,1999,0,0,0,10,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,10,3,0,3,2,3,1,0,1,204,204,8,0,8,20,75,20,0,0,0,0,cluster2
345-1999,395-1999,4137,4137,345,YUG,395,ICE,1999,11,6,1998,20,3,1999,8,4,0,10,3,0,24,1,0,0,0,0,0,1,1,1,1,2,0,10,3,0,3,2,3,1,0,2,80,284,8,0,8,20,75,20,0,0,0,0,cluster2
395-1998,345-1998,4137,4137,395,ICE,345,YUG,1998,11,6,1998,20,3,1999,0,0,0,10,3,0,24,1,1,1,2,0,10,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,204,204,8,8,0,20,20,75,0,0,0,0,cluster3
395-1999,345-1999,4137,4137,395,ICE,345,YUG,1999,11,6,1998,20,3,1999,8,4,0,10,3,0,24,1,1,1,2,0,10,3,0,0,0,0,0,0,1,1,2,3,1,3,0,2,80,284,8,8,0,20,20,75,0,0,0,0,cluster3
345-1998,640-1998,4137,4137,345,YUG,640,TUR,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,0,0,0,0,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,1,204,204,16,7,16,65,49,65,0,0,0,0,cluster2
345-1999,640-1999,4137,4137,345,YUG,640,TUR,1999,11,6,1998,10,6,1999,2,2,0,19,4,0,24,1,0,0,0,0,7,3,1,1,1,2,0,19,4,0,3,2,3,1,0,2,162,366,16,7,16,65,49,65,0,0,0,0,cluster2
640-1998,345-1998,4137,4137,640,TUR,345,YUG,1998,11,6,1998,10,6,1999,0,0,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,7,3,1,2,3,1,3,0,1,204,204,16,16,7,65,65,49,0,0,0,0,cluster3
640-1999,345-1999,4137,4137,640,TUR,345,YUG,1999,11,6,1998,10,6,1999,1,2,0,19,4,0,24,1,1,1,2,0,19,4,0,0,0,0,0,7,3,1,2,3,1,3,0,2,162,366,16,16,7,65,65,49,0,0,0,0,cluster3
775-1999,800-1999,4138,4138,775,MYA,800,THI,1999,12,1,1999,12,1,1999,5,3,1,18,4,1,1,1,1,0,0,1,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,cluster3
800-1999,775-1999,4138,4138,800,THI,775,MYA,1999,12,1,1999,12,1,1999,5,3,1,18,4,1,1,1,0,0,0,0,18,4,1,1,0,0,1,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,cluster2
91-1999,93-1999,4140,4140,91,HON,93,NIC,1999,1,12,1999,31,7,2000,0,0,0,16,4,0,1,1,0,1,2,0,16,4,1,1,1,2,0,16,4,1,3,1,3,1,0,1,31,31,14,14,14,84,84,84,0,0,0,0,cluster2
91-2000,93-2000,4140,4140,91,HON,93,NIC,2000,1,12,1999,31,7,2000,5,3,0,16,4,0,1,1,0,1,2,0,16,4,1,1,1,2,0,16,4,1,3,1,3,1,0,2,214,245,14,14,14,84,84,84,0,0,0,0,cluster2
93-1999,91-1999,4140,4140,93,NIC,91,HON,1999,1,12,1999,31,7,2000,0,0,0,16,4,0,1,1,1,1,2,0,16,4,1,0,1,2,0,16,4,1,1,3,1,3,0,1,31,31,14,14,14,84,84,84,0,0,0,0,cluster3
93-2000,91-2000,4140,4140,93,NIC,91,HON,2000,1,12,1999,31,7,2000,5,3,0,16,4,0,1,1,1,1,2,0,16,4,1,0,1,2,0,16,4,1,1,3,1,3,0,2,214,245,14,14,14,84,84,84,0,0,0,0,cluster3
91-2000,93-2000,4141,4141,91,HON,93,NIC,2000,19,2,2000,25,2,2000,6,1,0,18,4,1,1,1,1,1,2,0,18,4,1,0,1,2,0,18,4,1,1,3,1,3,0,1,7,7,17,17,17,75,75,75,0,0,0,0,cluster3
93-2000,91-2000,4141,4141,93,NIC,91,HON,2000,19,2,2000,25,2,2000,6,1,0,18,4,1,1,1,0,1,2,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,7,7,17,17,17,75,75,75,0,0,0,0,cluster2
130-1995,135-1995,4143,4143,130,ECU,135,PER,1995,20,9,1995,31,7,1996,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,103,103,17,17,17,75,75,75,0,0,0,0,cluster2
130-1996,135-1996,4143,4143,130,ECU,135,PER,1996,20,9,1995,31,7,1996,5,3,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,2,214,317,17,17,17,75,75,75,0,0,0,0,cluster2
135-1995,130-1995,4143,4143,135,PER,130,ECU,1995,20,9,1995,31,7,1996,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,103,103,17,17,17,75,75,75,0,0,0,0,cluster3
135-1996,130-1996,4143,4143,135,PER,130,ECU,1996,20,9,1995,31,7,1996,5,3,0,18,4,1,1,1,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,2,214,317,17,17,17,75,75,75,0,0,0,0,cluster3
130-1997,135-1997,4144,4144,130,ECU,135,PER,1997,13,5,1997,19,10,1997,5,3,0,19,4,0,1,1,1,1,1,0,19,4,1,0,1,1,0,19,4,1,1,3,1,3,0,1,160,160,16,16,16,65,65,65,0,0,0,0,cluster3
135-1997,130-1997,4144,4144,135,PER,130,ECU,1997,13,5,1997,19,10,1997,5,3,0,19,4,0,1,1,0,1,1,0,19,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,160,160,16,16,16,65,65,65,0,0,0,0,cluster2
93-1994,100-1994,4145,4145,93,NIC,100,COL,1994,1,4,1994,30,4,1994,8,3,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,30,30,15,15,0,81,81,81,0,0,0,0,cluster3
100-1994,93-1994,4145,4145,100,COL,93,NIC,1994,1,4,1994,30,4,1994,8,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,17,4,1,3,1,3,1,0,1,30,30,15,0,15,81,49,81,0,0,0,0,cluster2
93-1995,94-1995,4146,4146,93,NIC,94,COS,1995,3,3,1995,31,3,1995,7,4,0,17,4,0,1,1,0,0,0,0,17,4,1,1,0,0,0,17,4,1,3,1,3,1,0,1,29,29,15,15,15,81,81,81,0,0,0,0,cluster2
94-1995,93-1995,4146,4146,94,COS,93,NIC,1995,3,3,1995,31,3,1995,7,4,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,17,4,1,1,3,1,3,0,1,29,29,15,15,15,81,81,81,0,0,0,0,cluster3
93-1998,94-1998,4147,4147,93,NIC,94,COS,1998,16,7,1998,31,8,1998,5,3,0,13,3,0,1,1,1,0,0,0,7,3,1,0,1,2,0,13,3,1,1,3,1,3,0,1,47,47,11,7,11,49,49,49,0,0,0,0,cluster3
94-1998,93-1998,4147,4147,94,COS,93,NIC,1998,16,7,1998,31,8,1998,5,3,0,13,3,0,1,1,0,1,2,0,13,3,1,1,0,0,0,7,3,1,3,1,3,1,0,1,47,47,11,11,7,49,49,49,0,0,0,0,cluster2
155-1996,200-1996,4148,4148,155,CHL,200,UKG,1996,6,3,1996,31,3,1996,7,4,0,17,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,17,4,1,3,1,3,1,0,1,26,26,15,0,15,81,65,81,0,0,0,0,cluster2
200-1996,155-1996,4148,4148,200,UKG,155,CHL,1996,6,3,1996,31,3,1996,7,4,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,26,26,15,15,0,81,81,65,0,0,0,0,cluster3
52-1996,101-1996,4149,4149,52,TRI,101,VEN,1996,30,10,1996,30,10,1996,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,81,65,0,0,0,0,cluster2
101-1996,52-1996,4149,4149,101,VEN,52,TRI,1996,30,10,1996,30,10,1996,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,81,0,0,0,0,cluster3
80-1997,90-1997,4150,4150,80,BLZ,90,GUA,1997,1,8,1997,26,8,1997,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,1,1,0,13,3,1,1,3,1,3,0,1,26,26,12,12,11,65,65,49,0,0,0,0,cluster3
90-1997,80-1997,4150,4150,90,GUA,80,BLZ,1997,1,8,1997,26,8,1997,5,3,0,14,3,0,1,1,0,1,1,0,13,3,1,1,1,1,0,14,3,1,3,1,3,1,0,1,26,26,12,11,12,65,49,65,0,0,0,0,cluster2
80-2000,90-2000,4151,4151,80,BLZ,90,GUA,2000,24,2,2000,30,4,2000,5,3,0,17,4,0,1,1,0,1,1,0,7,3,1,1,1,1,0,17,4,1,3,1,3,1,0,1,67,67,15,7,15,81,49,81,0,0,0,0,cluster2
90-2000,80-2000,4151,4151,90,GUA,80,BLZ,2000,24,2,2000,30,4,2000,5,3,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,7,3,1,1,3,1,3,0,1,67,67,15,15,7,81,81,49,0,0,0,0,cluster3
80-2000,90-2000,4152,4152,80,BLZ,90,GUA,2000,28,12,2000,13,5,2001,0,0,0,14,3,0,1,1,1,1,1,0,14,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,4,4,12,12,0,65,65,75,0,0,0,0,cluster3
80-2001,90-2001,4152,4152,80,BLZ,90,GUA,2001,28,12,2000,13,5,2001,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,1,1,0,0,1,1,1,3,1,3,0,2,134,138,12,12,0,65,65,75,0,0,0,0,cluster3
90-2000,80-2000,4152,4152,90,GUA,80,BLZ,2000,28,12,2000,13,5,2001,0,0,0,14,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,14,3,1,3,1,3,1,0,1,4,4,12,0,12,65,75,65,0,0,0,0,cluster2
90-2001,80-2001,4152,4152,90,GUA,80,BLZ,2001,28,12,2000,13,5,2001,5,3,0,14,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,14,3,1,3,1,3,1,0,2,134,138,12,0,12,65,75,65,0,0,0,0,cluster2
52-1997,101-1997,4154,4154,52,TRI,101,VEN,1997,1,4,1997,31,5,1997,5,3,0,19,4,0,1,1,0,1,2,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,61,61,16,0,16,65,0,65,0,0,0,0,cluster2
101-1997,52-1997,4154,4154,101,VEN,52,TRI,1997,1,4,1997,31,5,1997,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,1,2,0,0,1,1,1,3,1,3,0,1,61,61,16,16,0,65,65,0,0,0,0,0,cluster3
52-1999,101-1999,4155,4155,52,TRI,101,VEN,1999,8,8,1999,31,8,1999,5,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,17,4,1,3,1,3,1,0,1,24,24,15,0,15,81,65,81,0,0,0,0,cluster2
101-1999,52-1999,4155,4155,101,VEN,52,TRI,1999,8,8,1999,31,8,1999,5,3,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,24,24,15,15,0,81,81,100,0,0,0,0,cluster3
110-2000,115-2000,4156,4156,110,GUY,115,SUR,2000,3,6,2000,30,6,2000,5,3,0,14,3,0,1,1,0,0,0,0,14,3,1,1,1,2,0,14,3,1,3,1,3,1,0,1,28,28,12,12,12,65,65,65,0,0,0,0,cluster2
115-2000,110-2000,4156,4156,115,SUR,110,GUY,2000,3,6,2000,30,6,2000,5,3,0,14,3,0,1,1,1,1,2,0,14,3,1,0,0,0,0,14,3,1,1,3,1,3,0,1,28,28,12,12,12,65,65,65,0,0,0,0,cluster3
110-2000,115-2000,4157,4157,110,GUY,115,SUR,2000,1,9,2000,30,9,2000,5,3,0,14,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,14,3,1,3,1,3,1,0,1,30,30,12,0,12,65,65,65,0,0,0,0,cluster2
115-2000,110-2000,4157,4157,115,SUR,110,GUY,2000,1,9,2000,30,9,2000,5,3,0,14,3,0,1,1,1,0,0,0,14,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,30,30,12,12,0,65,65,49,0,0,0,0,cluster3
640-1995,645-1995,4158,4158,640,TUR,645,IRQ,1995,20,3,1995,10,7,1995,5,3,0,16,4,0,1,1,1,1,2,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,113,113,14,14,0,84,84,65,0,0,0,0,cluster3
